"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","HAVESOLAR","PROMPT1","PROMPT2","PROMPT3","PROMPT4","PROMPT5","PROMPT6","PROMPT7","PROMPT8","PROMPT9","PROMPT10","PROMPT11","PROMPT12","PROMPT13","PROMPT14","PROMPT15","PROMPT_HOME1","PROMPT_HOME2","PROMPT_HOME3","PROMPT_HOME4","PROMPT_HOME5","TIME_CONSIDERED","INST_TALKEDTO","INST_QOTE_BUY_TEXT_CLND","INST_QOTE_LSE_TEXT_CLND","MOTIVE1","MOTIVE2","MOTIVE3","MOTIVE4","MOTIVE5","MOTIVE6","MOTIVE7","MOTIVE8","MOTIVE9","INFLNC_SAW","INFLNC_PPLTALK","INFLNC_ADS","INFLNC_OTHKNEW","INFLNC_OTHKNEW_NUM","INFLNC_OTH_MULT1","INFLNC_OTH_MULT2","INFLNC_OTH_MULT3","INFLNC_OTH_MULT4","INFLNC_OTH_MULT5","INFLNC_OTH_MULT6","INFLNC_OTH_MULT7","INFLNC_OTH_ONE1","INFLNC_OTH_ONE2","INFLNC_OTH_ONE3","INFLNC_OTH_ONE4","INFLNC_OTH_ONE5","INFLNC_OTH_ONE6","DIFFICULTY1","DIFFICULTY2","DIFFICULTY3","DIFFICULTY4","DIFFICULTY5","DIFFICULTY6","CONCERN1","CONCERN2","CONCERN3","CONCERN4","CONCERN5","CONCERN6","CONCERN7","CONCERN8","CONCERN9","NPS_PANELS","ECONEVAL","ECONEVAL_SVG_PERIOD","ECONEVAL_SVGS_CLND","ECONEVAL_PYBK","ECONEVAL_PYBK_YRS_CLND","ECONEVAL_ROR","ECONEVAL_ROR_PCT_CLND","WINTER_NOPV_BINNED","SUMMER_NOPV_BINNED","PN1","PN2","PN3","E2","BB1","BB2","BB3","BTE8","BE13","BE10","Co3","VB1","VB2","VB3","VA1","VA2","VA3","VT1","VT2","VT3","VE1","VE2","VE4","VO1","VO2","VO3","RISK_AVERSION_CLND","DISCOUNTING_CLND","CIJM1","CIJM2","CIJM3","CNS1","CNS2","CNS4","HOME_MOVED_SINCE2009","SQFT_BINNED","EE1","EE2","EE3","EE4","EE5","EE6","EE7","EE8","HMYRS_1","HMYRS_1_CLEANED","HAS_POOL","HAS_AC","STANCE","PEOPLE_TOT_3PLUS","HAVE_KIDS","GENDER","AGE_BINNED","EDUC_BINNED","FINANCIAL","INCOME_BINNED","RETIRED","RETIRED_LAST5YRS","RETIRE_WHEN","RETIRE_WHEN_BINNED","type"
"397",1738,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,5,1,1,5,5,2,5,1,1,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,4,5,3,5,5,5,5,5,3,1,9,1,1,50,NA,NA,NA,NA,3,5,5,5,5,5,5,5,5,5,98,5,5,5,5,4,5,5,5,5,5,4,1,3,2,2,5,5,500,7250,3,3,3,4,3,4,0,1,1,1,1,1,0,0,0,0,3,NA,0,0,3,1,0,0,4,3,2,1,1,0,NA,NA,1
"398",1739,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,4,1,0,1,5,5,98,5,5,3,4,3,3,4,4,4,1,2,3,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,3,3,4,3,1,2,2,2,9,4,NA,NA,NA,NA,NA,NA,9,7,4,4,4,5,98,98,4,98,98,4,4,4,4,4,5,5,5,4,5,4,1,1,1,3,1,4,100,6000,3,3,3,2,2,3,0,3,0,1,1,1,1,1,0,0,3,NA,0,1,2,0,0,0,4,4,2,4,1,0,NA,NA,1
"399",1740,3,2,4,NA,"1",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,3,1,0,0,5,1,4,5,5,3,4,4,98,3,3,4,1,3,3,1,2,3,3,3,98,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,8,91,NA,NA,NA,NA,NA,NA,5,9,4,4,2,4,4,3,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,2,3,1,3,2,25,10000,4,4,4,2,2,2,0,2,1,1,0,1,1,0,0,0,98,NA,0,1,4,0,0,0,3,3,1,NA,1,1,NA,NA,1
"400",1741,3,2,4,NA,"1",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,5,3,2,1,4,4,4,4,3,3,3,2,2,4,4,4,1,4,2,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,4,1,4,4,4,6,4,NA,NA,NA,NA,NA,NA,5,6,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,2,3,5,4,3,3,4,4,4,4,3,5,6000,3,3,3,3,3,3,0,2,1,1,1,0,0,1,1,0,3,NA,0,1,5,1,0,0,4,3,1,4,0,NA,98,NA,1
"401",1742,3,2,4,NA,"1",1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,6,1,1,1,5,5,5,5,5,5,5,5,5,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,1,4,4,2,4,5,5,5,2,2,11,1,1,100,NA,NA,NA,NA,6,8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,5,4,3,4,3,3,3,4,1000,7000,3,3,3,2,2,4,0,2,1,1,1,1,0,0,0,0,3,NA,1,0,97,0,0,0,3,2,3,2,0,NA,1,2,1
"402",1743,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6,1,1,0,5,5,1,3,1,1,2,1,1,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,5,1,5,5,5,1,1,11,2,NA,NA,1,15,NA,NA,4,8,3,3,4,3,98,4,3,4,2,4,1,2,2,1,1,4,5,5,5,5,2,4,5,1,2,2,0,1e+07,3,4,4,1,2,1,0,4,1,1,0,1,0,0,0,0,98,NA,1,1,90,0,0,0,4,3,1,5,1,0,NA,NA,1
"403",1744,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,4,98,4,4,4,4,4,4,98,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,2,2,11,1,98,NA,NA,NA,NA,NA,7,7,98,4,3,98,4,98,5,98,98,5,4,4,3,3,0,3,0,3,0,3,3,3,3,3,2,3,NA,NA,2,1,3,1,1,1,0,2,0,0,0,1,0,0,0,0,98,NA,0,1,97,0,0,1,4,1,2,95,1,NA,NA,NA,1
"404",1745,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,98,2,1,1,5,5,5,5,5,5,5,5,5,4,4,4,1,4,2,1,2,2,3,2,98,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,4,1,4,4,1,5,4,2,11,1,1,75,NA,NA,NA,NA,7,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,3,4,4,4,4,5,1000,10000,4,3,4,2,4,3,0,2,1,1,1,1,1,1,0,0,3,NA,0,1,3,0,0,1,3,2,2,1,1,1,NA,NA,1
"405",1746,3,2,4,NA,"1",0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,4,1,3,5,5,3,5,4,2,4,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,3,11,1,98,NA,NA,NA,NA,NA,5,3,5,5,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,3,1,3,3,4,4,3,10,7000,4,4,4,1,1,1,0,1,1,1,1,1,0,0,0,0,3,NA,0,0,2,0,0,1,4,NA,1,2,1,1,NA,NA,1
"406",1747,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,2,1,2,4,4,3,4,5,5,5,5,3,4,4,4,1,2,2,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,3,4,4,4,4,5,5,5,5,5,3,5,3,3,7,1,1,150,NA,NA,NA,NA,5,11,98,98,98,98,98,98,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,3,3,3,2,3,3,1,1,0,0,0,0,0,0,0,1,2,5,1,1,97,0,0,1,1,4,1,4,0,NA,98,NA,1
"407",1748,3,2,2,NA,"1",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,7,2,2,0,3,3,3,3,5,2,5,4,1,4,3,4,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,3,1,1,1,3,3,3,1,3,2,2,1,1,9,1,2,3000,NA,NA,NA,NA,11,6,5,5,4,5,5,4,5,4,3,4,4,4,4,3,4,4,4,2,4,3,1,3,2,3,3,4,1000,5250,2,3,3,2,1,2,0,NA,1,1,0,1,1,1,1,0,2,20,0,1,2,0,0,0,3,4,1,4,1,NA,99,NA,1
"408",1749,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,3,1,2,5,5,5,5,4,4,4,2,2,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,5,5,1,1,3,5,5,5,5,5,5,5,5,5,11,1,98,NA,NA,NA,NA,NA,7,9,3,4,5,5,4,4,4,5,5,5,5,4,4,4,4,3,4,5,5,5,4,4,3,4,4,4,50,20000,3,3,3,3,3,3,0,2,1,1,1,1,1,1,0,0,98,NA,0,1,4,1,0,1,NA,99,99,99,0,NA,98,NA,1
"409",1750,3,2,1,NA,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,0,0,5,1,3,1,5,5,5,5,5,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,98,NA,NA,NA,NA,NA,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4,3,2,2,3,3,4,1,6000,3,3,3,2,2,3,0,1,1,1,1,1,1,1,1,0,3,NA,1,1,3,0,0,0,4,2,1,3,1,1,NA,NA,1
"410",1751,3,2,4,NA,"1",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,3,4,2,2,5,5,2,5,1,1,1,1,1,4,1,4,1,3,1,1,1,3,2,2,1,NA,NA,NA,NA,NA,NA,4,1,2,1,1,1,4,4,4,5,4,2,1,1,1,11,1,1,250,NA,NA,NA,NA,5,11,1,1,1,1,3,1,3,5,4,5,4,2,1,2,2,2,3,4,5,4,4,4,5,2,4,3,5,50000,3,3,3,1,1,1,0,2,1,1,0,0,0,1,0,0,3,NA,0,1,5,NA,99,1,3,4,2,4,0,NA,98,NA,1
"411",1752,3,2,4,NA,"1",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,4,2,3,5,4,5,5,2,2,2,2,2,2,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,3,4,2,5,4,3,3,4,3,5,5,4,10,1,2,3000,NA,NA,NA,NA,6,10,3,2,3,2,3,2,3,5,4,5,4,2,0,0,3,3,3,5,5,4,4,3,1,2,3,2,100,7500,3,3,3,2,2,2,0,4,1,1,1,1,0,0,0,0,2,8,0,1,4,0,0,0,3,NA,1,5,0,NA,1,2,1
"412",1753,3,2,2,NA,"1",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,1,1,1,5,1,5,5,5,4,4,3,4,4,4,4,1,3,3,1,2,2,3,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,11,1,1,300,NA,NA,NA,NA,8,11,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,3,3,3,5,5,20,10000,3,3,3,2,2,3,0,2,1,1,1,0,1,1,0,0,2,30,1,1,3,1,1,1,2,4,2,5,0,NA,98,NA,1
"413",1754,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,5,2,2,1,3,3,1,1,5,1,4,4,1,2,4,2,1,2,3,1,1,3,2,3,3,NA,NA,NA,NA,NA,NA,1,1,2,1,1,4,3,3,3,1,4,3,4,1,1,11,1,2,1000,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,1,4,3,4,3,5,1,1,4,4,5,2,2,100,5500,2,3,4,2,2,2,0,4,1,1,1,1,1,0,1,0,2,10,0,1,2,NA,99,0,1,4,2,5,0,NA,1,3,1
"414",1755,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,5,2,1,2,5,1,2,4,4,2,5,3,2,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,4,4,4,1,5,5,3,3,3,9,1,1,100,NA,NA,NA,NA,6,7,5,5,5,4,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,4,4,3,3,4,4,4,3,20000,3,3,4,3,3,4,1,2,1,1,1,1,0,0,0,0,2,7.5,0,1,4,1,1,1,1,3,2,95,0,NA,1,5,1
"415",1756,3,2,4,NA,"1",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,3,1,1,5,5,3,4,5,3,5,3,1,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,1,1,1,1,2,4,4,4,3,4,3,3,1,1,9,2,NA,NA,1,15,NA,NA,6,4,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,1,2,3,4,20,6000,4,3,3,1,2,2,1,2,0,0,0,0,0,0,0,1,3,NA,0,1,2,1,1,0,2,4,2,4,0,NA,1,5,1
"416",1757,3,2,1,NA,"1",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,2,0,1,3,3,3,4,98,98,98,1,3,4,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,1,1,5,4,1,5,4,3,4,2,1,11,1,1,NA,NA,NA,NA,NA,3,8,5,5,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,4,2,2,4,5,3,3,1000,10000,3,3,3,4,4,4,NA,NA,0,1,1,0,0,0,0,0,98,NA,0,1,3,NA,99,1,2,2,2,2,0,NA,1,3,1
"417",1758,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,4,3,0,3,5,3,5,5,5,5,5,5,2,4,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,2,2,4,4,4,1,4,1,3,2,2,11,1,1,60,NA,NA,NA,NA,6,5,5,5,5,5,5,5,5,3,3,5,5,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,5,6000,4,4,3,3,4,4,0,1,1,1,1,1,1,1,0,0,98,NA,0,0,2,0,0,1,3,NA,2,2,0,NA,1,2,1
"418",1759,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,5,1,1,1,5,4,2,5,5,4,5,3,1,4,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,2,1,4,3,4,4,4,3,2,1,1,11,1,1,100,NA,NA,NA,NA,4,8,5,4,5,2,4,98,4,5,4,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,100,5250,4,4,3,2,3,2,0,4,1,1,0,0,0,0,0,0,2,25,1,1,4,1,1,0,2,4,1,5,0,NA,98,NA,1
"419",1760,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,3,1,0,1,5,5,2,5,2,2,2,1,1,4,4,4,1,2,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,5,5,5,5,3,4,4,3,3,11,1,98,NA,NA,NA,NA,NA,8,11,4,3,2,2,4,3,4,5,3,5,4,5,3,4,4,5,5,5,5,4,3,3,3,4,3,3,100,6000,3,4,4,2,2,3,0,NA,1,1,1,0,0,0,0,0,2,NA,1,1,4,0,0,0,3,4,1,95,0,NA,1,2,1
"420",1761,3,2,4,NA,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,2,5,4,4,5,4,4,4,4,3,4,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,3,4,4,1,1,3,5,5,5,1,5,3,1,3,1,10,2,NA,NA,1,16,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,5,5,4,4,99,5,4,4,5,99,99,99,99,4,99,4,NA,NA,99,4,3,99,99,1,0,4,1,1,0,1,1,0,0,0,3,NA,0,0,3,0,0,1,3,3,99,95,0,NA,1,2,1
"421",1762,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,3,2,1,1,5,3,4,3,4,4,4,3,2,4,4,3,1,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,5,4,4,4,4,4,3,3,4,3,3,3,2,9,1,2,1200,NA,NA,NA,NA,11,11,3,3,3,4,4,2,4,3,3,4,2,4,4,3,4,4,3,1,4,3,3,2,2,3,3,4,200,10000,3,3,3,4,2,2,0,3,1,1,0,1,1,0,0,0,98,NA,1,1,3,NA,0,0,4,2,1,95,1,0,NA,NA,1
"422",1763,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,6,5,5,5,5,1,2,5,5,5,5,3,98,4,3,3,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,NA,NA,NA,NA,NA,10,8,3,3,3,4,5,3,4,98,3,5,5,3,2,2,4,4,4,4,4,3,3,1,3,2,3,3,1,10000,2,2,3,3,3,3,0,1,1,1,1,1,1,1,1,0,98,NA,0,1,2,1,1,0,4,2,1,3,1,1,NA,NA,1
"423",1764,3,2,4,NA,"1",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,7,2,1,1,5,1,1,5,1,2,2,2,1,3,4,4,1,3,2,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,1,1,5,1,1,1,1,3,5,1,1,1,1,1,1,11,1,1,300,NA,NA,NA,NA,11,11,4,4,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,2,2,2,2,2,4,2,20,10000,2,4,4,3,3,2,0,3,0,0,0,1,0,0,0,0,3,NA,1,1,2,0,0,1,4,4,1,5,1,1,NA,NA,1
"424",1765,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,2,0,2,5,5,2,5,5,5,5,5,1,1,1,2,1,2,3,1,2,2,3,2,3,NA,NA,NA,NA,NA,NA,1,3,5,1,1,1,2,2,3,5,4,1,1,1,3,11,3,NA,NA,NA,NA,1,30,7,11,5,4,4,3,5,3,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,4,4,5,100,7250,3,4,3,4,4,4,0,4,1,1,1,1,1,0,0,0,2,10,1,1,5,1,0,0,3,2,1,NA,0,NA,2,NA,1
"425",1766,3,2,4,NA,"1",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,7,5,2,4,4,4,4,4,4,4,4,4,3,4,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,3,2,4,4,4,4,4,4,5,4,3,2,1,98,NA,NA,NA,NA,NA,5,4,4,4,3,5,4,4,4,2,3,1,4,4,4,4,4,4,4,5,5,4,99,4,3,4,3,4,20,5e+06,3,3,3,2,2,2,0,1,0,1,0,1,0,0,0,0,3,NA,0,1,4,1,1,0,3,1,2,3,0,NA,1,2,1
"426",1767,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,2,0,2,5,5,5,5,5,3,5,4,2,1,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,1,4,4,5,4,1,5,5,4,3,2,11,1,1,50,NA,NA,NA,NA,6,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,5,4,2,3,3,5,5,100,7000,4,4,4,3,3,3,0,2,1,1,1,1,1,1,1,0,3,NA,0,1,3,1,0,0,3,2,2,3,0,NA,98,NA,1
"427",1768,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,7,2,0,1,4,4,2,4,4,1,3,2,1,3,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,1,1,1,2,2,3,5,1,1,2,2,4,6,1,2,30,NA,NA,NA,NA,5,3,5,5,4,5,4,5,5,5,3,3,3,5,5,5,5,4,5,5,5,5,4,4,3,4,5,5,1,5500,3,3,3,3,3,2,0,1,1,1,1,0,0,0,0,0,3,NA,0,0,3,1,1,0,1,3,2,5,0,NA,1,5,1
"428",1769,3,2,3,NA,"1",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,5,5,0,5,5,1,5,5,5,5,5,1,5,5,4,1,4,3,1,1,3,3,1,2,NA,NA,NA,NA,NA,NA,1,1,5,1,5,5,5,5,5,1,5,1,1,1,1,11,91,NA,NA,NA,NA,NA,NA,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,100,7000,5,5,5,5,5,5,1,2,0,0,0,0,0,1,0,0,1,NA,0,1,1,0,0,0,3,4,1,1,0,NA,1,1,1
"429",1770,3,2,3,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,7,2,2,0,4,2,4,3,3,3,1,1,2,3,4,3,1,2,3,1,2,3,1,3,3,NA,NA,NA,NA,NA,NA,1,1,4,1,5,1,2,3,3,1,4,2,4,1,1,9,4,NA,NA,NA,NA,NA,NA,5,7,1,1,1,1,2,1,3,3,1,4,3,2,2,0,3,2,0,5,5,2,2,2,3,2,2,3,5,10000,1,3,2,3,3,3,0,4,1,1,1,1,0,0,1,0,3,NA,0,1,5,NA,99,0,NA,4,1,95,1,NA,NA,NA,1
"430",1771,3,2,4,NA,"1",1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,2,2,2,0,5,4,3,5,3,3,3,3,1,4,4,4,1,3,3,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,2,3,2,1,2,2,3,3,3,1,4,2,2,3,2,7,1,1,230,NA,NA,NA,NA,3,7,2,2,4,2,4,4,4,5,5,4,4,2,2,2,3,1,2,3,3,2,1,1,3,3,3,3,10,6000,3,3,3,2,2,2,0,4,1,1,1,1,1,1,0,0,2,10,1,0,4,1,0,0,3,3,1,95,0,NA,1,2,1
"431",1772,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,6,5,1,4,5,5,5,4,4,3,3,5,4,2,2,4,1,3,98,98,3,3,1,1,3,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,5,5,5,1,5,4,5,3,1,10,2,NA,NA,1,7,NA,NA,8,9,4,3,3,3,4,3,4,4,4,4,4,4,3,1,5,4,4,4,5,4,3,4,3,4,4,3,1,10000,4,3,4,4,3,3,1,2,1,1,1,1,1,0,1,0,3,NA,0,1,4,0,0,1,4,2,1,3,1,0,NA,NA,1
"432",1773,3,2,4,NA,"1",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,6,2,1,0,4,2,2,3,2,3,2,1,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,1,2,2,4,1,2,2,2,1,1,7,2,NA,NA,1,40,NA,NA,2,1,2,2,5,2,1,1,1,4,2,2,4,2,2,1,2,2,2,4,2,3,1,2,3,2,1,3,0,5900,2,2,1,3,2,3,0,1,0,0,0,1,1,0,0,0,2,15,0,0,4,0,0,0,4,3,1,2,1,0,NA,NA,1
"433",1774,3,2,4,NA,"1",0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,3,2,2,0,5,3,3,5,3,2,2,2,2,2,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,2,1,2,1,2,2,3,2,2,3,3,2,2,1,1,6,2,NA,NA,1,10,NA,NA,11,11,3,3,2,3,3,3,3,3,3,4,4,2,2,1,4,2,2,4,4,2,4,2,3,1,2,2,100,10000,2,2,2,2,2,2,0,3,1,0,0,0,1,1,0,0,3,NA,1,1,97,1,1,0,2,2,1,5,0,NA,1,4,1
"434",1775,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,5,1,1,3,2,1,2,1,1,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,4,2,1,1,1,1,2,2,5,2,1,3,4,3,8,1,1,60,NA,NA,NA,NA,5,5,3,4,4,4,4,4,3,5,3,3,4,4,4,3,3,5,5,5,5,4,1,3,1,1,2,2,20,5100,5,5,5,1,1,3,1,2,1,1,1,0,0,0,0,0,3,NA,0,1,2,1,1,1,1,NA,2,5,0,NA,1,5,1
"435",1776,3,2,1,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,5,1,4,3,3,3,4,1,2,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,4,3,3,2,4,2,2,4,1,1,30,NA,NA,NA,NA,5,5,4,4,4,5,4,4,5,3,3,3,3,4,4,3,5,4,5,4,4,4,4,3,3,3,4,3,1,20000,2,3,3,2,2,3,0,NA,1,0,0,0,0,0,0,0,2,15,1,1,3,1,0,1,1,3,2,4,0,NA,1,6,1
"436",1777,3,2,2,NA,"1",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,6,2,2,0,3,2,2,1,5,4,5,3,1,3,4,2,1,2,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,2,3,4,1,1,4,3,2,2,1,3,2,2,1,1,11,4,NA,NA,NA,NA,NA,NA,1,2,5,5,4,5,5,5,5,1,3,2,98,4,4,4,5,4,4,4,4,4,3,1,2,3,3,4,100,7000,3,3,4,2,2,3,0,1,0,0,1,1,0,1,0,0,3,NA,0,NA,3,0,0,0,4,4,1,2,1,0,NA,NA,1
